"","Name","System","RT","Pubchem"
"1564","L-beta-Homoisoleucine hydrochloride","RIKEN",1.1,16211048
"1565","L-beta-Homophenylalanine hydrochloride","RIKEN",1.16,2761537
"1566","Phosphocholine,1-Lauroyl-2-Hydroxy-sn-Glycero-3- ","RIKEN",1.79,460605
"1567","Phosphocholine,1-Decanoyl-2-Hydroxy-sn-Glycero-3- ","RIKEN",1.65,22851442
"1568","N-Octanoylsphinganine,D-erythro","RIKEN",0.56,6610274
"1569","D-erythro-Dihydrosphingosine","RIKEN",1.98,91486
"1570","D-Glucosyl-beta1-1'-D-erythoro-Sphingosine","RIKEN",1.84,5280570
"1571","cyanidin-3,5-di-O-glucoside chloride","RIKEN",1.11,441688
"1572","Ideain chloride","RIKEN",1.18,441699
"1573","cyanidin-3-glucoside chloride","RIKEN",1.19,441667
"1574","malvidin-3-galactoside chloride","RIKEN",1.28,5484292
"1575","Malvin chloride","RIKEN",1.15,441765
"1576","Oenin","RIKEN",1.29,443652
"1577","peonidin-3-o-beta-d-glucopyranoside","RIKEN",1.27,443654
"1578","Datiscin","RIKEN",1.4,5883291
"1579","4-deoxyphloridzin","RIKEN",1.5,5080434
"1580","Hesperidin","RIKEN",1.45,10621
"1581","kaempferol-7-O-neohesperidoside","RIKEN",1.44,5483905
"1582","Linarin","RIKEN",1.54,5317025
"1583","luteolin-3',7-di-O-glucoside","RIKEN",1.35,5490298
"1584","naringenin","RIKEN",1.67,439246
"1585","Ononin","RIKEN",1.52,442813
"1586","Orientin","RIKEN",1.35,5281675
"1587","Phloridzin","RIKEN",1.49,6072
"1588","Poncirin","RIKEN",1.56,442456
"1589","Sissotrin","RIKEN",1.61,5280781
"1590","syringetin-3-O-glucoside","RIKEN",1.45,5321577
"1591","Tiliroside","RIKEN",1.57,5320686
"1592","Solasodine","RIKEN",1.72,442985
"1593","Vitexin","RIKEN",1.39,5280441
"1594","cis-Nerolidol","RIKEN",1.81,5356544
"1595","Hinokitiol","RIKEN",1.49,3611
"1596","4-Nonanolide","RIKEN",1.87,441574
"1597","(cis,trans)-Farnesyl acetate ","RIKEN",2,638500
"1598","N-acetyl-DL-serine","RIKEN",0.24,352294
"1599","DL-homocystine","RIKEN",0.23,10010
"1600","alpha-Methyl-DL-histidine dihydrochloride","RIKEN",0.16,4396761
"1601","3-Hydroxy-3-methylglutarate","RIKEN",0.68,1662
"1602","3-Indoxylsulfate potassium salt","RIKEN",1.24,10258
"1603","2,5-dihydroxy benzoic acid","RIKEN",1.25,3469
"1604","Hippuric Acid","RIKEN",1.29,464
"1605","Salicylic Acid","RIKEN",1.55,338
"1606","Trimethylamine N-oxide dihydrate","RIKEN",0.18,1145
"1607","2-Furoic acid","RIKEN",1.15,6919
"1608","3-Methyl-L-histidine","RIKEN",0.15,64969
"1609","5-Hydroxyindole-3-acetate (5-HIAA)","RIKEN",1.27,1826
"1610","DL-5-Hydroxylysine  hydrochloride","RIKEN",0.14,1029
"1611","DL-3-Aminoisobutyric acid ","RIKEN",0.19,64956
"1612","DL-p-Hydroxyphenyllactic acid","RIKEN",1.18,9378
"1613","D-Alloisoleucine","RIKEN",0.48,94206
"1614","L-2-Aminobutyric acid","RIKEN",0.18,80283
"1615","L-Carnosine","RIKEN",0.16,439224
"1616","O-Phosphorylethanolamine","RIKEN",0.16,1015
"1617","Sodium Pyruvate","RIKEN",0.22,1060
"1618","2-Hydroxyisocaproic acid","RIKEN",1.34,439960
"1619","DL-3-Phenyllactic acid  ","RIKEN",1.42,643327
"1620","Homovanillic acid ","RIKEN",1.33,1738
"1621","2-Methylglutaric Acid","RIKEN",1.16,12046
"1622","S-Sulfocysteine","RIKEN",0.17,115015
"1623","5,6-Dihydrouracil","RIKEN",0.2,649
"1624","2-Hydroxyphenylacetic acid","RIKEN",1.38,11970
"1625","N-Acetyl-DL-aspartic acid ","RIKEN",0.31,65065
"1626","O-Acety-L-carnitine hydrochloride","RIKEN",0.33,439756
"1627","N-Tigloylglycine","RIKEN",1.18,6441567
"1628","D-alpha-Hydroxyisovaleric acid ","RIKEN",1.14,5289545
"1629","DL-2-Hydroxyvaleric acid sodium salt hydrate","RIKEN",1.14,98009
"1630","Oxypurinol","RIKEN",0.7,4644
"1631","trans-Aconitic acid","RIKEN",0.63,444212
"1632","Dulcitol","RIKEN",0.16,11850
"1633","4-methyl valeric acid","RIKEN",0.56,12587
"1634","Choline chloride","RIKEN",0.17,305
"1635","Kynurenic acid","RIKEN",1.19,3845
"1636","Acetaminophen","RIKEN",1.15,1983
"1637","O-Phosphocholine","RIKEN",0.17,1014
"1638","Glycocyamine","RIKEN",0.18,763
"1639","Trigonelline hydrochloride","RIKEN",0.19,5570
"1640","1-Methylnicotinamide chloride","RIKEN",0.18,457
"1641","Phenaceturic acid","RIKEN",1.36,68144
"1642","1,7-Dimethylxanthine","RIKEN",1.15,4687
"1643","4-Aminohippurate","RIKEN",0.93,2148
"1644","3-Hydroxymandelic acid ","RIKEN",1,86957
"1645","DL-mandelic acid","RIKEN",1.24,1292
"1646","(R)-(-)-mandelic acid","RIKEN",1.38,11914
"1647","4-Hydroxybenzoate","RIKEN",1.25,135
"1648","Ethylmalonic acid ","RIKEN",1.12,11756
"1649","mucic acid","RIKEN",2.13,3037582
"1650","3-Chloro-L-tyrosine hydrochloride","RIKEN",1.1,110992
"1651","N,N-Dimethylformamide(DMF)","RIKEN",0.51,6228
"1652","L Sulforaphene, 99% / (-)4-Isothiocyanato-4R-(methylsulfinyl)-1-butene","RIKEN",1.44,6433206
"1653","DL-Pipecolinic acid","RIKEN",0.27,439227
"1654","Maleic acid","RIKEN",0.33,444266
"1655","Heptadecane","RIKEN",1.81,12398
"1656","D,L-sulforaphane","RIKEN",1.44,5350
"1657","S-Methyl-L-cysteine","RIKEN",0.2,24417
"1658","Betaine","RIKEN",0.17,247
"1659","3-(4-Hydroxyphenyl)-propionic acid","RIKEN",1.38,10394
"1660","Adenosine 3'-monophosphate From Yeast","RIKEN",0.64,41211
"1661","Quercetin-3-D-xyloside","RIKEN",1.43,5320863
"1662","L-Citrulline","RIKEN",0.18,9750
"1663","D-(-)-Mannitol","RIKEN",0.17,6251
"1664","Galactinol Dihydrate","RIKEN",0.16,439451
"1665","D-Glucurono-6,3-lactone","RIKEN",0.19,439782
"1666","Cyanidin-3-O-alpha-arabinopyranoside","RIKEN",1.23,12137509
"1667","Peonidin-3-O-beta-galactopyranoside","RIKEN",1.25,11454027
"1668","Peonidin-3-O-alpha-arabinopyranoside","RIKEN",1.3,74315894
"1669","Delphinidin-3-O-beta-glucopyranoside","RIKEN",1.16,443650
"1670","Petunidin-3-O-beta-glucopyranoside","RIKEN",1.22,443651
"1671","Quercetin-3,4'-O-di-beta-glucopyranoside","RIKEN",1.32,5320835
"1672","Cyanidin-3-O-(2''-O-beta-glucopyranosyl-beta-glucopyranoside)","RIKEN",1.16,11169452
"1673","Delphinidin-3-O-(6''-O-alpha-rhamnopyranosyl-beta-glucopyranoside)","RIKEN",1.15,5492231
"1674","Cyanidin-3-O-(2''-O-beta-xylopyranosyl-beta-glucopyranoside)-5-O-beta-glucopyranoside","RIKEN",1.12,10197243
"1675","Petunidin-3-O-(6''-O-(4'''-O-E-coum)-alpha-rhamnopyranosyl-beta-glucopyranosyl)-5-O-beta-glucopyranoside","RIKEN",1.36,6540681
"1676","E-3,4,5'-trihydroxy-3'-glucopyranosylstilbene","RIKEN",1.33,5281712
"1677","E-4,5'-dihydroxy-3-methoxy-3'-glucopyranosylstilbene","RIKEN",1.42,5281716
"1678","Safranine","RIKEN",1.57,2723801
"1679","o-Anisic Acid","RIKEN",1.47,11370
"1680","Palatinose Monohydrate","RIKEN",0.19,439559
"1681","Daphnetin","RIKEN",1.34,5280569
"1682","1,2dilinoleoyl_PC","FEM_lipids",14.7,5313522
"1683","1,2dioleoyl_GLP_Na","FEM_lipids",15.7,46891830
"1684","1,2dioleoyl_PC","FEM_lipids",17,10350317
"1685","1,2dioleoyl_PE","FEM_lipids",17.4,9546757
"1686","1linoleoyl-rac-GL","FEM_lipids",7.6,5283469
"1687","1monopalmitoleoyl-rac-GL","FEM_lipids",7,9883914
"1688","1oleoyl_rac_GL","FEM_lipids",8.8,5283468
"1689","1-palmitoyl-sn-glycero-3PC","FEM_lipids",5.9,460602
"1690","25OH-Cholesterol","FEM_lipids",1.9,121948
"1691","5alfa-colestane","FEM_lipids",9.2,10202
"1692","arachidic acid","FEM_lipids",13.9,10467
"1693","BehenicAcid","FEM_lipids",15.8,8215
"1694","betaSitosterolglucoside","FEM_lipids",12.6,52940117
"1695","brassicasterol","FEM_lipids",15.1,5281327
"1696","BSitosterol","FEM_lipids",16.6,222284
"1697","C16-CAR","FEM_lipids",5.4,16902
"1698","C2-CAR","FEM_lipids",1.2,439756
"1699","CA","FEM_lipids",2.2,221493
"1700","campesterol","FEM_lipids",16,173183
"1701","CDCA","FEM_lipids",3.2,10133
"1702","CER_893","FEM_lipids",19.4,5283565
"1703","Chol_Epoxide","FEM_lipids",12.8,227037
"1704","Cholestanol","FEM_lipids",11.3,25201792
"1705","CHOLESTEROL","FEM_lipids",15.3,5997
"1706","cis-11-eicosenoic acid","FEM_lipids",12.2,5282768
"1707","cis-vaccenic_acid","FEM_lipids",10.3,5282761
"1708","DCA","FEM_lipids",3.5,222528
"1709","Decanoic acid","FEM_lipids",0,2969
"1710","desmosterol","FEM_lipids",13.8,439577
"1711","DocosahexaenoicAcid","FEM_lipids",8.4,445580
"1712","D-sphingosine","FEM_lipids",4.3,5280335
"1713","ergosterol","FEM_lipids",14.2,444679
"1714","erucic acid","FEM_lipids",14,5281116
"1715","Free-CAR","FEM_lipids",1.2,10917
"1716","G-CA","FEM_lipids",1.6,10140
"1717","G-CDCA","FEM_lipids",1.9,12544
"1718","G-DCA","FEM_lipids",2.1,3035026
"1719","G-LCA","FEM_lipids",2.9,115245
"1720","Glyceryltrilinoleate","FEM_lipids",23.6,5322095
"1721","glyceryltrioleate","FEM_lipids",24.2,31207
"1722","glyceryltripalmitate","FEM_lipids",24.2,11147
"1723","glyceryltripalmitoleate","FEM_lipids",24.2,9543989
"1724","glyceryltristearate","FEM_lipids",24.9,11146
"1725","G-UDCA","FEM_lipids",1.5,12310288
"1726","HDCA","FEM_lipids",2.1,5283820
"1727","lanosterol","FEM_lipids",15,246983
"1728","LCA","FEM_lipids",5.6,9903
"1729","lignoceric acid","FEM_lipids",17.8,11197
"1730","cysteamine","FEM_orbitrap_plasma",0.99,6058
"1731","linoleic acid","FEM_lipids",8.9,5280450
"1732","linolenic acid","FEM_lipids",7.8,5280934
"1733","lupeol","FEM_lipids",15.2,259846
"1734","margaric acid","FEM_lipids",11,10465
"1735","MCA","FEM_lipids",1.9,119473
"1736","MiristoleicAcid","FEM_lipids",6.6,5281119
"1737","MirysticAcid","FEM_lipids",8,11005
"1738","Octanoic acid","FEM_lipids",1.4,379
"1739","oleanolic acid","FEM_lipids",7.5,10494
"1740","oleic_acid","FEM_lipids",10.3,445639
"1741","Oleoyl-CAR","FEM_lipids",5.8,46907933
"1742","palmitic_acid","FEM_lipids",9.9,985
"1743","palmitoleic_acid","FEM_lipids",8.4,445638
"1744","Progesterone","FEM_lipids",2.7,5994
"1745","PS","FEM_lipids",14.9,68841
"1746","StearicAcid","FEM_lipids",12,5281
"1747","stigmasterol","FEM_lipids",16,5280794
"1748","T-CA","FEM_lipids",1.4,6675
"1749","T-CDCA","FEM_lipids",1.5,387316
"1750","T-DCA","FEM_lipids",1.6,2733768
"1751","T-LCA","FEM_lipids",2,24900457
"1752","tripentadecanoate TG15:0","FEM_lipids",23.8,3625612
"1753","T-UDCA","FEM_lipids",1.3,9848818
"1754","UDCA","FEM_lipids",2.1,31401
"1755","uvaol","FEM_lipids",7.6,92802
"1756","Cholic acid","FEM_orbitrap_plasma",11.56,221493
"1757","Lithocholic acid","FEM_orbitrap_plasma",16.64,11740284
"1758","Deoxycholic acid","FEM_orbitrap_plasma",13.83,222528
"1759","Chenodeoxycholic acid","FEM_orbitrap_plasma",13.59,10133
"1760","Ursodeoxycholic acid","FEM_orbitrap_plasma",12.09,31401
"1761","Muricholic acid (hyocholic)","FEM_orbitrap_plasma",11.21,119473
"1762","Hyodeoxycholic acid (6a-OH Lithocholate)","FEM_orbitrap_plasma",12.05,9963687
"1763","Sodium glycocholate hydrate","FEM_orbitrap_plasma",10.3,755
"1764","Glycolithocholic acid","FEM_orbitrap_plasma",14.18,115245
"1765","Sodium glycodeoxycholate","FEM_orbitrap_plasma",12.03,22833539
"1766","Sodium glycochenodeoxycholate","FEM_orbitrap_plasma",11.79,22833540
"1767","Glycoursodeoxycholic acid","FEM_orbitrap_plasma",10.5,12310288
"1768","Taurocholic acid","FEM_orbitrap_plasma",9.43,440567
"1769","Sodium Taurolithocholic acid","FEM_orbitrap_plasma",12.57,53477716
"1770","Sodium taurochenodeoxycholate","FEM_orbitrap_plasma",10.58,387316
"1771","Sodium tauroursodeoxycholate","FEM_orbitrap_plasma",9.47,12443252
"1772","L-Tryptophan","FEM_orbitrap_plasma",4.51,6305
"1773","Hippuric Acid","FEM_orbitrap_plasma",5.51,464
"1774","Creatinine","FEM_orbitrap_plasma",1.06,588
"1775","Nicotinic Acid","FEM_orbitrap_plasma",1.44,938
"1776","Trans-Cinnamic Acid","FEM_orbitrap_plasma",9.44,444539
"1777","Tyrosine","FEM_orbitrap_plasma",1.57,6057
"1778","Acetyl-L-Carnitine*HCl","FEM_orbitrap_plasma",1.46,1
"1779","Urea","Cao_HILIC",7.16,1176
"1780","L-Carnitine*HCl","FEM_orbitrap_plasma",1,2724480
"1781","C3 Propionyl-L-carnitine*HCl","FEM_orbitrap_plasma",1.83,107738
"1782","C4 Butyryl-L-carnitine*HCl","FEM_orbitrap_plasma",3.73,439829
"1783","C5 Isovaleryl L-Carnitine*HCl","FEM_orbitrap_plasma",5.25,6426851
"1784","C6 Hexanoyl-L-Carnitine*HCl","FEM_orbitrap_plasma",6.69,3246938
"1785","C8 Octanoyl-L-Carnitine*HCl","FEM_orbitrap_plasma",8.86,11953814
"1786","C10 Decanoyl-L-Carnitine*HCl","FEM_orbitrap_plasma",10.57,10245190
"1787","C12 Dodecanoyl-L-Carnitine*HCl","FEM_orbitrap_plasma",12.04,168381
"1788","C14 Tetradecanoyl-L-Carnitine*HCl","FEM_orbitrap_plasma",13.47,53477791
"1789","C16 Hexadecanoyl-L-Carnitine*HCl","FEM_orbitrap_plasma",14.9,11953816
"1790","C18 Octadecanoyl-L-Carnitine*HCl","FEM_orbitrap_plasma",16.16,6426855
"1791","Hexadecenoic Acid (Palmitoleic)","FEM_orbitrap_plasma",19.03,445638
"1792","Octadecenoic Acid (Oleic)","FEM_orbitrap_plasma",16.71,445639
"1793","Octadecenoic acid (Cis Vaccenic)","FEM_orbitrap_plasma",16.71,5282761
"1794","Octadecatrienoic acid (Linolenic)","FEM_orbitrap_plasma",18.42,5280934
"1795","Eicosanoic Acid (Arachidic C20)","FEM_orbitrap_plasma",15.48,10467
"1796","Eicosatetraenoic acid (Arachidonic)","FEM_orbitrap_plasma",19.22,444899
"1797","docosanoic acid (Behenic)","FEM_orbitrap_plasma",17.74,8215
"1798","Docosenoic acid (Erucic)","FEM_orbitrap_plasma",17.7,5281116
"1799","cis-4,7,10,13,16,19-Docosahexaenoic acid","FEM_orbitrap_plasma",18.91,445580
"1800","tetracosanoic acid (Lignoceric)","FEM_orbitrap_plasma",16.5,11197
"1801","Cholesterol","FEM_orbitrap_plasma",24.9,11025495
"1802","Cholic acid","FEM_orbitrap_urine",14.98,221493
"1803","Lithocholic acid","FEM_orbitrap_urine",17.81,11740284
"1804","Deoxycholic acid","FEM_orbitrap_urine",16.44,222528
"1805","Chenodeoxycholic acid","FEM_orbitrap_urine",16.34,10133
"1806","Ursodeoxycholic acid","FEM_orbitrap_urine",15.44,31401
"1807","Muricholic acid (hyocholic)","FEM_orbitrap_urine",14.57,119473
"1808","Hyodeoxycholic acid (6a-OH Lithocholate)","FEM_orbitrap_urine",15.43,9963687
"1809","Sodium glycocholate hydrate","FEM_orbitrap_urine",13.26,755
"1810","Glycolithocholic acid","FEM_orbitrap_urine",16.57,115245
"1811","Sodium glycodeoxycholate","FEM_orbitrap_urine",15.43,22833539
"1812","Sodium glycochenodeoxycholate","FEM_orbitrap_urine",15.22,22833540
"1813","Glycoursodeoxycholic acid","FEM_orbitrap_urine",13.52,12310288
"1814","Taurocholic acid","FEM_orbitrap_urine",12.16,440567
"1815","Sodium Taurolithocholic acid","FEM_orbitrap_urine",15.88,53477716
"1816","Sodium taurodeoxycholate hydrate","FEM_orbitrap_urine",14.09,2733768
"1817","Sodium taurochenodeoxycholate","FEM_orbitrap_urine",13.72,387316
"1818","Sodium tauroursodeoxycholate","FEM_orbitrap_urine",12.1,12443252
"1819","L-Tryptophan","FEM_orbitrap_urine",4.7,6305
"1820","Hippuric Acid","FEM_orbitrap_urine",5.97,464
"1821","Creatinine","FEM_orbitrap_urine",1.05,588
"1822","Nicotinic Acid","FEM_orbitrap_urine",1.45,938
"1823","Trans-Cinnamic Acid","FEM_orbitrap_urine",11.6,444539
"1824","Tyrosine","FEM_orbitrap_urine",1.57,6057
"1825","L-Carnitine*HCl","FEM_orbitrap_urine",1,2724480
"1826","C4 Butyryl-L-carnitine*HCl","FEM_orbitrap_urine",3.76,439829
"1827","C5 Isovaleryl L-Carnitine*HCl","FEM_orbitrap_urine",5.72,6426851
"1828","C6 Hexanoyl-L-Carnitine*HCl","FEM_orbitrap_urine",7.82,3246938
"1829","C8 Octanoyl-L-Carnitine*HCl","FEM_orbitrap_urine",11.06,11953814
"1830","C10 Decanoyl-L-Carnitine*HCl","FEM_orbitrap_urine",13.6,10245190
"1831","C12 Dodecanoyl-L-Carnitine*HCl","FEM_orbitrap_urine",15.42,168381
"1832","C14 Tetradecanoyl-L-Carnitine*HCl","FEM_orbitrap_urine",16.07,53477791
"1833","C16 Hexadecanoyl-L-Carnitine*HCl","FEM_orbitrap_urine",16.56,11953816
"1834","C18 Octadecanoyl-L-Carnitine*HCl","FEM_orbitrap_urine",17,6426855
"1835","Octadecenoic Acid (Oleic)","FEM_orbitrap_urine",17.9,445639
"1836","Octadecenoic acid (Cis Vaccenic)","FEM_orbitrap_urine",17.9,5282761
"1837","Eicosanoic Acid (Arachidic C20)","FEM_orbitrap_urine",17.24,10467
"1838","cis-11-eicosenoic Acid (Gondoic)","FEM_orbitrap_urine",17.03,5282768
"1839","Eicosatetraenoic acid (Arachidonic)","FEM_orbitrap_urine",17.5,444899
"1840","docosanoic acid (Behenic)","FEM_orbitrap_urine",18.68,8215
"1841","Docosenoic acid (Erucic)","FEM_orbitrap_urine",18.63,5281116
"1842","Alanine","FEM_orbitrap_plasma",0.99,5950
"1843","Cadaverine","FEM_orbitrap_plasma",0.88,273
"1844","Serine","FEM_orbitrap_plasma",1.02,5951
"1845","Fumaric Acid","FEM_orbitrap_plasma",1.4,444972
"1846","Threonine","FEM_orbitrap_plasma",0.995,6288
"1847","Benzoic Acid","FEM_orbitrap_plasma",1.47,243
"1848","Nicotinic Acid","FEM_orbitrap_plasma",1.38,938
"1849","Pyroglutamic Acid","FEM_orbitrap_plasma",1.375,7405
"1850","Glutaric Acid","FEM_orbitrap_plasma",2.2,743
"1851","Asparagine","FEM_orbitrap_plasma",0.955,6267
"1852","Tyramine","FEM_orbitrap_plasma",1.53,5610
"1853","Lysine","FEM_orbitrap_plasma",0.9,5962
"1854","Glutamic Acid","FEM_orbitrap_plasma",0.98,33032
"1855","Phenyl Propionic Acid","FEM_orbitrap_plasma",1.77,107
"1856","Guanine","FEM_orbitrap_plasma",1.375,764
"1857","Histidine","FEM_orbitrap_plasma",0.9,6274
"1858","Tryptamine","FEM_orbitrap_plasma",4.8,1150
"1859","Umbelliferone","FEM_orbitrap_plasma",6.845,5281426
"1860","m-coumaric acid","FEM_orbitrap_plasma",7.23,637541
"1861","p-coumaric acid","FEM_orbitrap_plasma",6.65,637542
"1862","o-coumaric acid","FEM_orbitrap_plasma",7.75,637540
"1863","Vanillic acid","FEM_orbitrap_plasma",5.6,8468
"1864","4-methylumbelliferone","FEM_orbitrap_plasma",7.825,5280567
"1865","Serotonin","FEM_orbitrap_plasma",2.04,5202
"1866","Daphnetin","FEM_orbitrap_plasma",5.895,5280569
"1867","Esculetin","FEM_orbitrap_plasma",5.5,5281416
"1868","Hippuric Acid","FEM_orbitrap_plasma",5.32,464
"1869","Syringaldehyde","FEM_orbitrap_plasma",6.69,8655
"1870","Citric Acid","FEM_orbitrap_plasma",1.375,311
"1871","Ferulic acid","FEM_orbitrap_plasma",6.99,445858
"1872","L-DOPA","FEM_orbitrap_plasma",1.235,6047
"1873","Syringic acid","FEM_orbitrap_plasma",5.795,10742
"1874","Tryptophan","FEM_orbitrap_plasma",4.305,6305
"1875","Kynurenine","FEM_orbitrap_plasma",2.42,161166
"1876","Uridine","FEM_orbitrap_plasma",1.39,6029
"1877","palmitoleic acid (9-cis-Hexadecenoic acid)","FEM_orbitrap_plasma",18.79,445638
"1878","palmitic acid (Hexadecanoic acid)","FEM_orbitrap_plasma",14.9,985
"1879","Adenosine","FEM_orbitrap_plasma",1.46,60961
"1880","Inosine","FEM_orbitrap_plasma",1.595,6021
"1881","Baicalein","FEM_orbitrap_plasma",10.26,5281605
"1882","Naringenin","FEM_orbitrap_plasma",9.81,439246
"1883","Phloretin","FEM_orbitrap_plasma",9.74,4788
"1884","a-linolenic acid","FEM_orbitrap_plasma",18.235,5280934
"1885","linoleic acid","FEM_orbitrap_plasma",17.11,5280450
"1886","oleic acid (9,10-Octadecenoic acid)","FEM_orbitrap_plasma",15.3,445639
"1887","cis-vaccenic acid","FEM_orbitrap_plasma",15.3,5282761
"1888","Kaempferol","FEM_orbitrap_plasma",7.315,5280863
"1889","Luteolin","FEM_orbitrap_plasma",8.945,5280445
"1890","Octanoyl-Carnitine","FEM_orbitrap_plasma",8.76,11953814
"1891","D-sphingosine","FEM_orbitrap_plasma",13.15,5280335
"1892","Hesperetin","FEM_orbitrap_plasma",10.115,72281
"1893","Taxifolin","FEM_orbitrap_plasma",7.17,439533
"1894","Epigallocatechin","FEM_orbitrap_plasma",4.86,72277
"1895","docosahexaenoic acid","FEM_orbitrap_plasma",18.76,445580
"1896","1-monopalmitoleoyl-rac-glycerol","FEM_orbitrap_plasma",17.5,9883914
"1897","Esculin","FEM_orbitrap_plasma",4.64,5281417
"1898","behenic acid","FEM_orbitrap_plasma",6.66,8215
"1899","adenosine 2 monophosphate","FEM_orbitrap_plasma",1.45,53481006
"1900","2 deoxy guanosine 5 monophosphate","FEM_orbitrap_plasma",1.425,23679074
"1901","1-oleoyl-rac-glycerol","FEM_orbitrap_plasma",18.59,5283468
"1902","LCA-Litocholic Acid","FEM_orbitrap_plasma",16.39,9903
"1903","CDCA-Chendodeoxycholic Acid","FEM_orbitrap_plasma",13.68,5645
"1904","ergosterol","FEM_orbitrap_plasma",15.18,21775588
"1905","brassicasterol","FEM_orbitrap_plasma",14.4,5283660
"1906","palmitoyl-L-carnitine chloride (Hexadecaoyl)","FEM_orbitrap_plasma",14.99,11953816
"1907","CA-Cholic Acid","FEM_orbitrap_plasma",11.45,221493
"1908","stigmasterol","FEM_orbitrap_plasma",20.3,5280794
"1909","oleoyl-L-carnitine","FEM_orbitrap_plasma",15.3,53477789
"1910","lupeol","FEM_orbitrap_plasma",16.17,259846
"1911","cycloartenol","FEM_orbitrap_plasma",16.17,500213
"1912","Apigenin-7-o-glucoside","FEM_orbitrap_plasma",7.43,5385553
"1913","G-LCA  GlycoLitocholic Acid","FEM_orbitrap_plasma",14.03,115245
"1914","Naringenin 7-o- glucoside","FEM_orbitrap_plasma",7.4,92794
"1915","Folic Acid","FEM_orbitrap_plasma",4.975,6037
"1916","uvaol","FEM_orbitrap_plasma",20.2,92802
"1917","Kaempferol-3-glucoside","FEM_orbitrap_plasma",7.305,5282102
"1918","Quercetin-3-rhamnoside","FEM_orbitrap_plasma",6.845,5280459
"1919","Orientin (luteolin-8-c- glucoside)","FEM_orbitrap_plasma",6.25,5382105
"1920","Luteolin-7-o-Glucoside","FEM_orbitrap_plasma",7.04,5280637
"1921","G-DCA GlycoDeoxyCholic Acid","FEM_orbitrap_plasma",11.91,22833539
"1922","G-CDCA GlycoChendoDeoxyCholicAcid","FEM_orbitrap_plasma",10.66,12544
"1923","G-UDCA GlycoUrsoDeoxyCholic Acid","FEM_orbitrap_plasma",10.38,12310288
"1924","oleanolic acid","FEM_orbitrap_plasma",18.86,10494
"1925","Epigallocatechin gallate","FEM_orbitrap_plasma",6.04,65064
"1926","Quercetin-3-galactoside","FEM_orbitrap_plasma",6.87,5281643
"1927","Quercetin 4 glucoside","FEM_orbitrap_plasma",7.45,5320844
"1928","G-CA GlycoCholic Acid","FEM_orbitrap_plasma",10.18,23617285
"1929","Isorhamnetin 3 glucoside","FEM_orbitrap_plasma",7.39,5318645
"1930","1-Palmitoyl-sn-glycero-3-phosphocholine","FEM_orbitrap_plasma",14.64,460602
"1931","T-DCA TauroDeoxyCholic Acid","FEM_orbitrap_plasma",10.8,2733768
"1932","T-CDCA TauroChendoDeoxyCholic Acid","FEM_orbitrap_plasma",10.55,387316
"1933","T-CA TauroCholic Acid","FEM_orbitrap_plasma",9.4,440567
"1934","1,3-dicaffeoylquinic acid","FEM_orbitrap_plasma",5.935,6537500
"1935","1,5-dicaffeoylquinic acid","FEM_orbitrap_plasma",7.33,6474640
"1936","Kaempferol-3-rutinoside","FEM_orbitrap_plasma",7.02,5483905
"1937","Hesperidin","FEM_orbitrap_plasma",7.33,53477767
"1938","Erythromycin","FEM_orbitrap_plasma",8.66,12560
"1939","1,2-dioleoyl-sn-glycero-3-phosphocholine","FEM_orbitrap_plasma",20.395,10350317
"1940","Pyrocatechol","FEM_orbitrap_urine",4.4,289
"1941","Pyrogallol","FEM_orbitrap_urine",1.88,1057
"1942","4-hydroxybenzoic acid","FEM_orbitrap_urine",5.2,135
"1943","3-hydroxyphenyl acetic acid","FEM_orbitrap_urine",6.03,12122
"1944","protocatechuic acid","FEM_orbitrap_urine",5.93,72
"1945","o-coumaric acid","FEM_orbitrap_urine",8.94,637540
"1946","m-coumaric acid","FEM_orbitrap_urine",8.16,637541
"1947","p-coumaric acid","FEM_orbitrap_urine",7.44,637542
